Female,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
0,1,1,0,0,0,0,0,2,32,193500,38.71400508,2.84468538,Working,Higher education,Married,House / apartment,Other
0,0,1,0,1,0,0,0,1,13,103500,48.93461194,23.16269328,State servant,Secondary / secondary special,Widow,House / apartment,Core staff
0,0,1,0,0,0,0,1,3,22,157500,41.33144418,7.835889854,Working,Secondary / secondary special,Married,House / apartment,Other
1,1,0,0,0,0,0,0,2,49,229500,50.1721459,3.438811201,Working,Incomplete higher,Married,Co-op apartment,Laborers
0,0,1,0,0,0,0,0,1,33,225000,55.58498806,28.08818798,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff
0,0,1,0,0,0,1,0,2,6,112500,60.33525671,0,Pensioner,Higher education,Married,House / apartment,Other
1,1,0,1,1,0,0,0,2,40,135000,24.36463446,6.368371698,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff
0,0,0,0,0,0,0,0,2,14,112500,44.46908561,4.216376791,State servant,Secondary / secondary special,Married,House / apartment,Core staff
0,0,1,0,0,0,1,0,2,26,90000,58.91428298,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,0,0,0,0,0,1,3,27,225000,34.95485876,12.63270293,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,1,1,0,0,0,1,24,225000,56.99227226,4.509332841,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other
1,0,1,1,0,0,0,2,4,18,171000,39.65584509,6.067201927,Working,Higher education,Married,With parents,Laborers
0,0,1,0,0,0,0,0,2,16,32400,52.56781453,15.4335818,State servant,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,0,0,1,0,2,30,81000,59.87528834,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other
0,1,1,0,0,0,0,4,6,23,112500,37.65717297,11.41433431,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
0,0,1,0,0,0,1,0,2,12,112500,65.64953421,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,25,126000,47.99277193,4.698248424,State servant,Incomplete higher,Married,House / apartment,Other
0,0,0,0,0,0,1,0,1,21,89550,64.13820955,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
1,1,1,0,0,0,0,0,2,23,135000,26.68364169,0.684476752,Working,Incomplete higher,Married,House / apartment,Sales staff
1,1,1,0,0,0,0,3,5,1,180000,41.16716976,1.74678467,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,1,1,0,0,1,3,53,675000,44.73192468,12.74221921,Working,Higher education,Married,House / apartment,Managers
1,0,0,1,0,0,0,0,2,27,405000,50.0133473,5.599019829,Commercial associate,Higher education,Married,House / apartment,Managers
0,0,1,0,1,0,1,0,1,30,54000,65.78095375,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
1,0,1,0,1,0,0,1,2,48,270000,37.16434971,6.00970588,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff
1,1,1,0,0,0,0,0,2,47,180000,27.62821961,1.760474205,State servant,Higher education,Married,House / apartment,High skill tech staff
1,0,0,1,0,0,0,0,2,34,202500,27.79523193,7.077489613,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,1,0,1,0,0,0,1,2,8,225000,34.80701178,4.955611683,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff
0,1,1,0,1,1,0,0,2,20,270000,28.10187752,8.687378933,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,High skill tech staff
0,0,1,1,1,0,0,0,2,44,171000,51.5794301,20.67393581,Working,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,1,0,1,0,1,33,67500,63.79323326,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
0,0,1,1,1,1,0,0,2,45,306000,40.78660068,9.404710569,Commercial associate,Higher education,Married,House / apartment,Other
0,0,1,0,1,0,1,0,2,27,112500,54.77182967,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
0,1,1,0,0,0,0,2,4,21,112500,32.53728687,3.178710035,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
1,0,0,0,1,0,1,0,2,23,112500,62.91984093,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other
1,1,1,0,0,0,0,1,3,23,135000,44.36778305,20.6328672,Working,Higher education,Married,House / apartment,Other
0,0,1,0,1,0,1,0,1,43,67500,56.0723355,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
1,0,1,0,0,0,0,0,1,46,90000,41.61071069,1.297767921,Working,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers
0,0,1,0,0,0,1,0,2,44,40500,57.98065669,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,0,1,0,0,0,0,2,10,157500,50.17762172,19.95386627,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,0,0,0,0,0,0,2,18,193500,46.71964517,5.25951936,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,0,0,0,2,4,25,112500,35.58731528,2.532563981,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,1,1,0,0,0,0,1,3,9,166500,32.25802036,1.93022444,Working,Higher education,Married,House / apartment,Core staff
1,1,1,0,0,0,0,1,3,40,144000,36.98638576,2.814568403,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,1,0,0,1,3,37,315000,47.41507355,1.511324668,Working,Higher education,Married,House / apartment,Laborers
0,1,1,0,0,0,0,0,1,46,112500,54.33924037,1.683812809,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
1,1,1,0,0,0,0,0,1,17,247500,55.29476991,7.384135198,Working,Secondary / secondary special,Separated,House / apartment,Drivers
0,0,1,0,0,0,0,0,2,20,90000,25.23528888,4.887164007,Working,Secondary / secondary special,Married,With parents,Core staff
0,0,1,0,0,0,1,0,2,20,135000,59.6644695,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,0,1,1,0,0,0,2,13,360000,40.61685045,3.271798873,State servant,Higher education,Married,Municipal apartment,Drivers
1,0,1,0,0,0,0,0,2,48,202500,52.24474151,1.032190942,Commercial associate,Higher education,Married,With parents,IT staff
0,0,0,0,0,0,1,0,1,10,121500,64.3161735,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
0,1,1,0,0,1,0,0,2,45,112500,31.08345825,6.340992628,Working,Higher education,Married,House / apartment,Accountants
